,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
38,38,18,PEC Zwolle,Sparta Rotterdam 1 - 1 PEC Zwolle,5,31,26,0.18518518518518517
39,40,17,Torino FC,Bologne 1 - 1 Torino FC,31,41,10,2.8181818181818183
40,41,15,Eintracht Frankfurt,Freiburg 0 - 0 Eintracht Frankfurt,114,227,113,1.0
41,41,15,Sion,Sion 1 - 1 Lucerne,22,28,6,3.142857142857143
42,43,13,Freiburg,Freiburg 0 - 0 Eintracht Frankfurt,113,227,114,0.9826086956521739
43,43,13,Marseille,Marseille 1 - 1 Angers,234,356,122,1.9024390243902438
44,45,12,Bâle,Bâle 1 - 1 FC Lugano,35,38,3,8.75
45,46,10,US Sassuolo,US Sassuolo 0 - 0 Genoa,11,26,15,0.6875
46,46,10,Toulouse,Paris Saint Germain 6 - 2 Toulouse,106,313,207,0.5096153846153846
47,46,10,Gent,Royal Excel Mouscron 3 - 2 Gent,20,81,61,0.3225806451612903
48,46,10,Anderlecht,Anderlecht 2 - 3 St.Truiden,31,47,16,1.8235294117647058
49,50,8,Athl. Bilbao,Athl. Bilbao 0 - 0 Getafe,16,21,5,2.6666666666666665
50,51,6,Lazio,Lazio 0 - 0 SPAL 2013,13,16,3,3.25
51,52,5,Groningue,Ajax 3 - 1 Groningue,7,18,11,0.5833333333333334
52,52,5,Benevento Calcio,Sampdoria 2 - 1 Benevento Calcio,2,12,10,0.18181818181818182
53,52,5,Udinese,Udinese 1 - 2 Chievo,16,20,4,3.2
54,52,5,NAC Breda,NAC Breda 1 - 4 PSV,11,11,0,11.0
55,52,5,Tottenham Hotspur,Tottenham Hotspur 1 - 2 Chelsea,538,1751,1213,0.443163097199341
56,52,5,Kortrijk,Kortrijk 1 - 2 Club Brugge,14,27,13,1.0
57,58,0,Moreirense FC,Porto 3 - 0 Moreirense FC,1,48,47,0.020833333333333332
58,58,0,CD Aves,CD Aves 0 - 2 Braga,10,73,63,0.15625
59,58,0,Crotone FC,Crotone FC 0 - 3 Milan,3,83,80,0.037037037037037035
60,58,0,Atalanta Bergame,Atalanta Bergame 0 - 1 AS Rome,18,221,203,0.08823529411764706
61,58,0,Fiorentina AC,Inter Milan 3 - 0 Fiorentina AC,54,65,11,4.5
62,58,0,Betis Séville,Barcelone 2 - 0 Betis Séville,45,65,20,2.142857142857143
63,58,0,La Corogne,La Corogne 0 - 3 Real Madrid,2,93,91,0.021739130434782608
64,58,0,FC Cologne,Borussia Moenchengladbach 1 - 0 FC Cologne,112,542,430,0.25986078886310904
65,58,0,Willem II,Utrecht 2 - 0 Willem II,3,6,3,0.75
66,58,0,Excelsior,Excelsior 0 - 1 Feyenoord,11,18,7,1.375
67,58,0,St Gall,Grasshopper 2 - 0 St Gall,10,52,42,0.23255813953488372
68,58,0,Newcastle United,Huddersfield Town 1 - 0 Newcastle United,431,656,225,1.907079646017699
69,58,0,Lille,Lille 0 - 2 Caen,503,584,81,6.134146341463414
70,58,0,Goztepe AS,Kayserispor 1 - 0 Goztepe AS,3,10,7,0.375
71,58,0,Boavista FC,CS Maritimo 1 - 0 Boavista FC,5,17,12,0.38461538461538464
